year,Base case diesel consumed,Modeled residential energy efficiency
2017,138291.610301,98485.2439932
2018,140675.702758,100869.33645
2019,141867.748986,102061.382678
2020,144251.841443,104445.475135
2021,145443.887672,105637.521364
2022,147827.980128,108021.61382
2023,150212.072585,110405.706277
2024,151404.118814,111597.752506
2025,153788.21127,113981.844963
2026,156172.303727,116365.937419
2027,158556.396184,118750.029876
2028,160940.488641,121134.122333
2029,162132.534869,122326.168561
2030,164516.627326,124710.261018
2031,166900.719783,127094.353475
