year,Base case diesel consumed,Modeled non-residential ashp
2017,31930.0710388,23773.5800958
2018,30456.0697813,22299.5788383
2019,30456.0697813,22299.5788383
2020,30456.0697813,22299.5788383
2021,30456.0697813,22299.5788383
2022,28982.0685238,20825.5775808
2023,28982.0685238,20825.5775808
2024,27508.0672664,19351.5763233
2025,27508.0672664,19351.5763233
2026,27508.0672664,19351.5763233
2027,26034.0660089,17877.5750658
2028,26034.0660089,17877.5750658
2029,24560.0647514,16403.5738083
2030,24560.0647514,16403.5738083
2031,24560.0647514,16403.5738083
