year,Base case cost,Modeled non-residential energy efficiency
2017,121907.720548,142899.585108
2018,130836.389416,151698.177303
2019,143221.317201,163902.676155
2020,149269.770305,169863.012804
2021,153302.072374,173836.57057
2022,156470.309714,176958.651671
2023,158774.482325,179229.256109
2024,160502.611784,180932.209437
2025,162806.784395,183202.813875
2026,165398.978582,185757.243867
2027,167703.151193,188027.848304
2028,169431.280651,189730.801633
2029,172023.474839,192285.231625
2030,173463.582721,193704.359398
2031,176343.798485,196542.614945
