year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,91300.66,894356.39,1001035.3,19984.77,635150.11,542696.05
2018,96307.81,946230.28,1055356.08,20270.37,662253.76,565854.43
2019,103476.76,1016511.04,1128951.98,21424.74,698974.84,597230.29
2020,106725.79,1049978.06,1154181.07,21658.2,716461.07,608345.11
2021,109025.73,1073404.98,1178506.15,21873.13,728701.43,618738.36
2022,111035.76,1090138.5,1206052.44,22725.6,737444.54,630100.24
2023,112821.05,1101851.96,1228593.1,24037.18,743564.72,639300.36
2024,114242.86,1111892.06,1239195.47,24951.93,748810.59,643810.64
2025,115534.12,1123605.52,1251564.89,25321.54,754930.77,649072.64
2026,116993.3,1138665.69,1267468.44,25417.24,762799.57,655838.06
2027,118019.83,1150379.15,1279837.87,25288.76,768919.75,661100.05
2028,118828.47,1160419.25,1290440.24,25046.26,774165.62,665610.33
2029,120143.5,1173806.06,1304576.73,25168.21,781160.11,671624.04
2030,121133.23,1182172.82,1313412.03,25558.05,785531.67,675382.61
2031,121883.07,1195559.63,1316446.28,24627.31,792526.16,677164.04
2032,,,1332216.83,,,683887.44
2033,,,1347987.38,,,690610.84
2034,,,1363757.92,,,697334.24
2035,,,1374271.62,,,701816.5
2036,,,1380056.76,,,704853.9
