year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,146266.63,17082.46,167335.14,175228.32
2018,146417.04,17031.46,167335.14,175228.32
2019,146417.04,17034.05,167335.14,175228.32
2020,146492.24,17008.9,167335.14,173750.53
2021,146567.45,16996.23,167335.14,173750.53
2022,146417.04,17043.88,167335.14,175228.32
2023,146191.43,17133.81,167335.14,176706.11
2024,145965.82,17193.08,167335.14,176706.11
2025,145965.82,17206.14,167335.14,176706.11
2026,145965.82,17193.01,167335.14,176706.11
2027,146041.02,17167.27,167335.14,176706.11
2028,146191.43,17135.34,167335.14,176706.11
2029,146191.43,17127.39,167335.14,176706.11
2030,146116.22,17146.26,167335.14,176706.11
2031,146341.84,17059.22,167335.14,175228.32
2032,146341.84,,,175228.32
2033,146417.04,,,175228.32
2034,146417.04,,,175228.32
2035,146417.04,,,175228.32
2036,146492.24,,,173750.53
