year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation solar [kWh/year],generation diesel [kWh/year]
2003,,14298.24,2067229.0,0.0,2067229.0
2004,,14298.24,1990683.0,0.0,1990683.0
2005,,14298.24,1917235.0,0.0,1917235.0
2006,,14298.24,1978674.0,0.0,1978674.0
2007,,14298.24,2008285.0,0.0,2008285.0
2008,,14298.24,2032937.0,0.0,2032937.0
2009,,14298.24,2076336.0,0.0,2076336.0
2010,,14298.24,2035999.0,0.0,2035999.0
2011,,14298.24,2034128.0,0.0,2034128.0
2012,,14298.24,2037922.0,0.0,2037922.0
2013,,14298.24,1958200.0,0.0,1958200.0
2014,,14298.24,1863790.0,0.0,1863790.0
2015,,14298.24,1976306.0,0.0,1976306.0
2016,start of forecast,14298.24,1952000.0,8060.0,1943940.0
2017,,14298.24,1953000.0,8060.0,1944940.0
2018,,14298.24,1955000.0,8060.0,1946940.0
2019,,14298.24,1955000.0,8060.0,1946940.0
2020,,14298.24,1956000.0,8060.0,1947940.0
2021,,14298.24,1957000.0,8060.0,1948940.0
2022,,14298.24,1955000.0,8060.0,1946940.0
2023,,14298.24,1952000.0,8060.0,1943940.0
2024,,14298.24,1949000.0,8060.0,1940940.0
2025,,14298.24,1949000.0,8060.0,1940940.0
2026,,14298.24,1949000.0,8060.0,1940940.0
2027,,14298.24,1950000.0,8060.0,1941940.0
2028,,14298.24,1952000.0,8060.0,1943940.0
2029,,14298.24,1952000.0,8060.0,1943940.0
2030,,14298.24,1951000.0,8060.0,1942940.0
2031,,14298.24,1954000.0,8060.0,1945940.0
2032,,14298.24,1954000.0,8060.0,1945940.0
2033,,14298.24,1955000.0,8060.0,1946940.0
2034,,14298.24,1955000.0,8060.0,1946940.0
2035,,14298.24,1955000.0,8060.0,1946940.0
2036,,14298.24,1956000.0,8060.0,1947940.0
2037,,14298.24,1957000.0,8060.0,1948940.0
2038,,14298.24,1958000.0,8060.0,1949940.0
2039,,14298.24,1959000.0,8060.0,1950940.0
2040,,14298.24,1960000.0,8060.0,1951940.0
