year,Base case cost,Modeled non-residential energy efficiency
2017,1529506.49684,1571242.78243
2018,1608484.04157,1637864.21799
2019,1715485.87637,1730021.40182
2020,1766439.13103,1771456.73549
2021,1802106.4093,1799139.57663
2022,1827583.03663,1817688.80541
2023,1845416.67577,1829412.61069
2024,1860702.65217,1838929.99429
2025,1878536.2913,1850860.01672
2026,1901465.2559,1867511.04291
2027,1919298.89503,1879637.72935
2028,1934584.87143,1889548.5516
2029,1954966.1733,1904173.54432
2030,1967704.48696,1911956.77131
2031,1988085.78883,1926760.6289
