year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,167335.136406,110330.90094
2018,167335.136406,110330.90094
2019,167335.136406,110330.90094
2020,167335.136406,110330.90094
2021,167335.136406,110330.90094
2022,167335.136406,110330.90094
2023,167335.136406,110330.90094
2024,167335.136406,110330.90094
2025,167335.136406,110330.90094
2026,167335.136406,110330.90094
2027,167335.136406,110330.90094
2028,167335.136406,110330.90094
2029,167335.136406,110330.90094
2030,167335.136406,110330.90094
2031,167335.136406,110330.90094
