year,Base case diesel consumed,Modeled non-residential ashp
2017,167335.136406,117134.595484
2018,167335.136406,117134.595484
2019,167335.136406,117134.595484
2020,167335.136406,117134.595484
2021,167335.136406,117134.595484
2022,167335.136406,117134.595484
2023,167335.136406,117134.595484
2024,167335.136406,117134.595484
2025,167335.136406,117134.595484
2026,167335.136406,117134.595484
2027,167335.136406,117134.595484
2028,167335.136406,117134.595484
2029,167335.136406,117134.595484
2030,167335.136406,117134.595484
2031,167335.136406,117134.595484
