year,Base case cost,Modeled residential energy efficiency
2017,1543731.35255,1440832.19334
2018,1621210.50756,1501301.27385
2019,1726182.26597,1584530.87064
2020,1762526.18033,1608837.23951
2021,1797244.5099,1634220.25922
2022,1836152.67954,1665618.48264
2023,1867893.4637,1691235.38777
2024,1883006.11057,1700733.43446
2025,1900637.53192,1712382.78649
2026,1923306.50223,1728263.04296
2027,1940937.92359,1740047.63526
2028,1956050.57046,1749816.23857
2029,1976200.76629,1763811.04728
2030,1988794.63868,1771624.36165
2031,1993610.31715,1770407.65331
2032,2016104.26538,1786491.02811
2033,2038598.21361,1802632.35854
2034,2061092.16184,1818830.28629
2035,2076088.12733,1828898.1018
2036,2084910.66918,1831096.33617
