year,Base case diesel consumed,Modeled diesel efficiency
2019,146417.039638,133106.399671
2020,146492.243312,133174.766647
2021,146567.446985,133243.133623
2022,146417.039638,133106.399671
2023,146191.428619,132901.298744
2024,145965.817599,132696.197817
2025,145965.817599,132696.197817
2026,145965.817599,132696.197817
2027,146041.021272,132764.564793
2028,146191.428619,132901.298744
2029,146191.428619,132901.298744
2030,146116.224945,132832.931769
2031,146341.835965,133038.032696
2032,146341.835965,133038.032696
2033,146417.039638,133106.399671
2034,146417.039638,133106.399671
2035,146417.039638,133106.399671
2036,146492.243312,133174.766647
2037,146567.446985,133243.133623
2038,146642.650658,133311.500598
