year,annotation,Average Load
2003,,225.0
2004,,213.0
2005,,205.0
2006,,212.0
2007,,212.0
2008,,212.0
2009,,226.0
2010,,221.0
2011,,222.0
2012,,223.0
2013,,214.0
2014,,204.0
2015,,216.0
2016,start of forecast,213.0
2017,,213.0
2018,,213.0
2019,,213.0
2020,,214.0
2021,,214.0
2022,,213.0
2023,,213.0
2024,,213.0
2025,,213.0
2026,,213.0
2027,,213.0
2028,,213.0
2029,,213.0
2030,,213.0
2031,,213.0
2032,,213.0
2033,,213.0
2034,,213.0
2035,,213.0
2036,,214.0
2037,,214.0
2038,,214.0
2039,,214.0
2040,,214.0
