year,Base case cost,Modeled non-residential energy efficiency
2017,322394.466681,298556.973586
2018,336596.38338,310828.11373
2019,355168.120603,326874.989303
2020,363907.761648,334426.460161
2021,370462.492433,340090.063305
2022,374832.312956,343865.798734
2023,378109.678348,346697.600306
2024,380840.816174,349057.434949
2025,383571.954001,351417.269592
2026,387395.546959,354721.038092
2027,390672.912351,357552.839664
2028,393404.050178,359912.674307
2029,396681.41557,362744.475879
2030,398866.325831,364632.343594
2031,403236.146354,368408.079023
