year,Base case diesel consumed,Modeled residential ashp
2017,82986.8021917,39912.5046089
2018,82986.8021917,39912.5046089
2019,84956.832894,41882.5353112
2020,84956.832894,41882.5353112
2021,84956.832894,41882.5353112
2022,84956.832894,41882.5353112
2023,84956.832894,41882.5353112
2024,84956.832894,41882.5353112
2025,84956.832894,41882.5353112
2026,84956.832894,41882.5353112
2027,84956.832894,41882.5353112
2028,84956.832894,41882.5353112
2029,84956.832894,41882.5353112
2030,84956.832894,41882.5353112
2031,86926.8635962,43852.5660134
