year,Base case cost,Modeled transmission and interties
2021,1049645.24403,
2022,1090821.17792,
2023,1122448.65361,
2024,1151066.86335,
2025,1183492.68491,
2026,1219830.25038,
2027,1256653.76552,
2028,1286289.14941,
2029,1325115.32047,
2030,1352992.53242,
2031,1391607.42102,
2032,1432662.62208,
2033,1469873.99145,
2034,1511246.1162,
2035,1541713.0475,
2036,1588989.00796,
2037,1617578.54365,
2038,1665836.96756,
2039,1701608.59786,
2040,1748205.43611,
