year,population
2003,651.0
2004,657.0
2005,667.0
2006,653.0
2007,671.0
2008,683.0
2009,680.0
2010,681.0
2011,673.0
2012,685.0
2013,697.0
2014,708.0
2015,720.0
2016,732.0
2017,744.0
2018,756.0
2019,768.0
2020,780.0
2021,792.0
2022,804.0
2023,816.0
2024,828.0
2025,840.0
2026,852.0
2027,863.0
2028,875.0
2029,888.0
2030,900.0
2031,912.0
2032,923.0
2033,932.0
2034,942.0
2035,952.0
2036,963.0
2037,974.0
2038,984.0
2039,994.0
2040,1003.0
