year,Base case cost,Modeled non-residential energy efficiency
2017,1004004.48763,1013959.34278
2018,1052205.78221,1055541.97028
2019,1116474.17498,1111982.17484
2020,1146823.13823,1137258.55396
2021,1168245.93582,1154379.54292
2022,1184313.03402,1166630.81171
2023,1195024.43281,1174010.93121
2024,1203950.59847,1179805.63888
2025,1214661.99727,1187300.70529
2026,1227158.6292,1196494.79946
2027,1239655.26112,1205743.05468
2028,1248581.42679,1211757.06803
2029,1261078.05871,1221109.86701
2030,1268218.99124,1225582.40716
2031,1280715.62317,1235034.90678
