year,Base case cost,Modeled residential energy efficiency
2017,1438940.25928,1449145.18945
2018,1536348.76327,1521893.78387
2019,1660504.45483,1615846.88629
2020,1736148.08499,1673532.20044
2021,1799504.19084,1722274.70041
2022,1855516.36017,1765743.2518
2023,1903755.92225,1803505.34513
2024,1939141.56712,1829205.12959
2025,1988381.36089,1868276.2194
2026,2041196.37874,1910436.11452
2027,2094678.21772,1953408.31556
2028,2142629.03127,1992262.35695
2029,2197349.25234,2036753.76043
2030,2243153.74423,2074371.11429
2031,2299064.71732,2120321.08079
