year,Base case cost,Modeled diesel efficiency
2019,367366.026253,571476.731139
2020,394894.146781,590935.710517
2021,415753.632253,604462.761126
2022,433287.573814,615093.999017
2023,447070.066633,622439.252079
2024,459610.537301,628776.900513
2025,473770.087902,636705.098717
2026,489528.117097,646202.337295
2027,505516.747508,656022.375217
2028,518613.949008,663324.350853
2029,535612.267469,674280.716418
2030,548169.561683,681305.177228
2031,565063.270693,692374.753701
2032,582830.997877,704339.400108
2033,599021.719293,714968.557102
2034,616948.298903,727271.619051
2035,630456.88561,735651.928998
2036,650990.176922,750509.745627
2037,663905.13829,758531.076675
2038,684929.67092,774011.922135
