year,Base case diesel consumed,Modeled non-residential ashp
2017,17074.4999067,-20043.9781142
2018,17074.4999067,-20043.9781142
2019,17074.4999067,-20043.9781142
2020,17074.4999067,-20043.9781142
2021,17074.4999067,-20043.9781142
2022,17074.4999067,-20043.9781142
2023,17074.4999067,-20043.9781142
2024,17074.4999067,-20043.9781142
2025,17074.4999067,-20043.9781142
2026,17074.4999067,-20043.9781142
2027,17074.4999067,-20043.9781142
2028,17074.4999067,-20043.9781142
2029,17074.4999067,-20043.9781142
2030,17074.4999067,-20043.9781142
2031,17074.4999067,-20043.9781142
