year,Base case diesel consumed,Modeled residential ashp
2017,2493880.26314,700077.189257
2018,2486130.53009,692327.456208
2019,2474505.93052,680702.856635
2020,2460943.89769,667140.823799
2021,2451256.73138,657453.657488
2022,2435757.26528,641954.191391
2023,2418320.36592,624517.292031
2024,2397008.60003,603205.526147
2025,2373759.40089,579956.327001
2026,2348572.76848,554769.694593
2027,2327261.0026,533457.928708
2028,2304011.80345,510208.729562
2029,2265263.13821,471460.064318
2030,2226514.47296,432711.399075
2031,2191640.67424,397837.600355
