year,Base case diesel consumed,Modeled non-residential ashp
2017,2493880.26314,2036768.49733
2018,2486130.53009,2029018.76428
2019,2474505.93052,2017394.16471
2020,2460943.89769,2003832.13187
2021,2451256.73138,1994144.96556
2022,2435757.26528,1978645.49946
2023,2418320.36592,1961208.6001
2024,2397008.60003,1939896.83422
2025,2373759.40089,1916647.63507
2026,2348572.76848,1891461.00267
2027,2327261.0026,1870149.23678
2028,2304011.80345,1846900.03764
2029,2265263.13821,1808151.37239
2030,2226514.47296,1769402.70715
2031,2191640.67424,1734528.90843
