year,Base case cost,Modeled non-residential energy efficiency
2017,13803774.3812,12402298.1319
2018,14510169.328,13031994.5457
2019,15478192.0328,13894911.8535
2020,15975284.7732,14338031.5521
2021,16289238.0828,14617896.6249
2022,16550865.8409,14851117.519
2023,16707842.4957,14991050.0554
2024,16864819.1506,15130982.5918
2025,17021795.8054,15270915.1282
2026,17231098.0119,15457491.8434
2027,17414237.4425,15620746.4692
2028,17571214.0974,15760679.0056
2029,17754353.528,15923933.6314
2030,17885167.407,16040544.0784
2031,18094469.6135,16227120.7936
