year,Base case cost,Modeled water and wastewater efficiency
2017,115243.763177,236785.742577
2018,122998.984918,242166.328439
2019,133506.975336,249455.727174
2020,138682.643724,253043.529731
2021,141875.91578,255256.325626
2022,144323.17309,256949.494416
2023,145476.249394,257742.925709
2024,146557.563024,258485.864747
2025,147475.354272,259113.579926
2026,148921.515828,260107.794298
2027,150218.231233,261000.058408
2028,151123.337065,261619.47408
2029,151739.854263,262032.507816
2030,151767.275542,262036.619657
2031,152719.443346,262683.967718
