year,Base case cost,Modeled non-residential energy efficiency
2017,884350.150395,971611.486398
2018,965830.396173,1049814.676
2019,1076068.37576,1156852.40541
2020,1128790.88773,1206449.67307
2021,1163939.22905,1238546.01799
2022,1191099.31097,1262725.63469
2023,1210271.13351,1278986.84665
2024,1224650.00041,1290523.32039
2025,1243821.82295,1306919.36838
2026,1266188.94924,1326575.77735
2027,1285360.77177,1343100.41497
2028,1301337.29055,1356491.79226
2029,1322106.76497,1374736.71441
2030,1334887.97999,1385052.54639
2031,1357255.10628,1405012.07204
