year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,3391177
2004,,0,0,0,0,0,3575181
2005,,0,0,0,0,0,3475971
2006,,0,0,0,0,0,3360240
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,3545677
2010,,0,0,0,0,0,3380083
2011,,0,0,0,0,0,3350880
2012,,0,0,0,0,0,3615714
2013,,0,0,0,0,0,3469440
2014,start of forecast,0,0,0,0,0,3406000
2015,,0,0,0,0,0,3413000
2016,,0,0,0,0,0,3419000
2017,,0,0,0,0,0,3426000
2018,,0,0,0,0,0,3432000
2019,,0,0,0,0,0,3438000
2020,,0,0,0,0,0,3444000
2021,,0,0,0,0,0,3450000
2022,,0,0,0,0,0,3455000
2023,,0,0,0,0,0,3461000
2024,,0,0,0,0,0,3466000
2025,,0,0,0,0,0,3472000
2026,,0,0,0,0,0,3477000
2027,,0,0,0,0,0,3483000
2028,,0,0,0,0,0,3489000
2029,,0,0,0,0,0,3495000
2030,,0,0,0,0,0,3500000
2031,,0,0,0,0,0,3506000
2032,,0,0,0,0,0,3512000
2033,,0,0,0,0,0,3519000
2034,,0,0,0,0,0,3525000
2035,,0,0,0,0,0,3532000
2036,,0,0,0,0,0,3538000
2037,,0,0,0,0,0,3544000
2038,,0,0,0,0,0,3550000
2039,,0,0,0,0,0,3557000
2040,,0,0,0,0,0,3564000
