year,Base case cost,Modeled residential energy efficiency
2017,494885.15566,487083.870523
2018,542993.463242,525168.039354
2019,619193.053589,588366.938145
2020,650912.955498,613143.307703
2021,684156.431867,641316.957418
2022,713202.768496,666162.55491
2023,725167.094284,674794.466023
2024,746917.755725,693745.67981
2025,759096.989514,702653.86846
2026,786549.146705,726529.978513
2027,798943.288495,735711.601707
2028,822908.789093,756827.434543
2029,836568.593034,767163.229018
2030,858987.764337,787121.851928
2031,888212.912538,812908.914117
2032,903424.922631,824708.521012
2033,934506.729987,852235.699911
2034,966125.807346,880324.641857
2035,977349.708843,888878.8576
2036,1009685.14621,917731.436914
