year,Base case cost,Modeled water and wastewater efficiency
2017,62227.4861486,
2018,68516.4804865,
2019,77019.2681407,
2020,81101.6181915,
2021,83832.8823284,
2022,85948.9350543,
2023,87450.3156834,
2024,88582.7636211,
2025,90085.8215865,
2026,91836.2567643,
2027,93342.6602498,
2028,94604.4708158,
2029,96231.6756153,
2030,97244.1364646,
2031,98998.0025278,
