year,Base case cost,Modeled wind power
2019,3251722.50335,3834642.90651
2020,3449830.93664,3960865.21141
2021,3581660.88679,4036664.72511
2022,3687213.70443,4092882.86529
2023,3753292.80308,4119357.53562
2024,3806156.082,4136235.8865
2025,3872047.33609,4163651.28914
2026,3963591.92489,4211167.51374
2027,4027891.94967,4238067.9836
2028,4078339.53479,4254683.83749
2029,4155511.10446,4292433.76698
2030,4205620.82582,4309714.13618
2031,4281181.29185,4346831.84727
2032,4368921.54758,4393553.13025
2033,4442893.98984,4430016.35466
2034,4529819.39768,4476834.44796
2035,4589859.26182,4503303.90669
2036,4675934.56085,4550141.31574
2037,4722539.98753,4567073.90614
2038,4807742.73898,4613867.91584
