year,Base case cost,Modeled diesel efficiency
2019,3251722.50335,3829292.94295
2020,3449830.93664,3988926.32555
2021,3581660.88679,4088786.19427
2022,3687213.70443,4165226.17185
2023,3753292.80308,4206238.38397
2024,3806156.082,4235682.9251
2025,3872047.33609,4277407.32198
2026,3963591.92489,4342878.95035
2027,4027891.94967,4383998.82565
2028,4078339.53479,4412931.85492
2029,4155511.10446,4466556.17646
2030,4205620.82582,4495966.27736
2031,4281181.29185,4548891.79913
2032,4368921.54758,4613259.36807
2033,4442893.98984,4665471.59323
2034,4529819.39768,4729811.63558
2035,4589859.26182,4770054.40803
2036,4675934.56085,4834301.82652
2037,4722539.98753,4862995.73433
2038,4807742.73898,4927098.61951
