year,Base case cost,Modeled transmission and interties
2021,7187978.98079,
2022,7399812.50412,
2023,7532425.63144,
2024,7638516.13329,
2025,7770753.57149,
2026,7954479.65113,
2027,8083534.63072,
2028,8184793.74496,
2029,8339682.80034,
2030,8440266.18707,
2031,8591933.03517,
2032,8768050.44864,
2033,8916541.24921,
2034,9091028.96692,
2035,9211563.6252,
2036,9384351.1253,
2037,9477925.92267,
2038,9648968.32761,
2039,9767155.24951,
2040,9962959.79818,
