year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,5997.87,1361018.63,1944742.91,2439.79,6603987.59,1691152.04
2018,6429.58,1458981.04,2081967.31,2520.8,6823269.11,1747305.75
2019,7011.45,1591017.33,2266921.94,2629.99,7118822.47,1822991.19
2020,7293.0,1654905.86,2356416.11,2682.82,7261832.15,1859613.17
2021,7480.7,1697498.21,2416078.89,2718.04,7357171.95,1884027.82
2022,7630.86,1731572.09,2456885.44,2746.22,7433443.78,1899142.94
2023,7724.71,1752868.27,2486633.0,2763.83,7481113.68,1911321.94
2024,7799.79,1769905.21,2510431.05,2777.92,7519249.59,1921065.15
2025,7893.64,1791201.39,2540178.61,2795.53,7566919.49,1933244.15
2026,8025.03,1821016.03,2574549.43,2820.19,7633657.34,1945759.19
2027,8118.88,1842312.21,2596853.55,2837.8,7681327.24,1953345.98
2028,8193.96,1859349.15,2605664.14,2851.89,7719463.16,1953870.76
2029,8306.58,1884904.56,2625904.3,2873.02,7776667.03,1959108.54
2030,8381.66,1901941.5,2626516.99,2887.11,7814802.95,1954786.2
2031,8494.28,1927496.91,2645918.84,2908.24,7872006.82,1959740.74
