year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1321774.31,1877.0,425923.52,596627.83
2018,1321774.31,1877.0,425923.52,596627.83
2019,1321838.42,1877.0,425923.52,596627.83
2020,1321774.31,1877.0,425923.52,596627.83
2021,1321646.08,1877.0,425923.52,596627.83
2022,1321581.97,1877.0,425923.52,594951.21
2023,1321581.97,1877.0,425923.52,594951.21
2024,1321581.97,1877.0,425923.52,594951.21
2025,1321517.86,1877.0,425923.52,594951.21
2026,1321197.31,1877.0,425923.52,593274.59
2027,1320620.31,1877.0,425923.52,591597.98
2028,1319850.98,1877.0,425923.52,588244.75
2029,1319209.87,1877.0,425923.52,584891.52
2030,1318376.43,1877.0,425923.52,579861.67
2031,1317286.55,1877.0,425923.52,576508.44
