year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,1280719.59,12820.19,933594.3,942487.05
2018,1277233.18,12781.49,933594.3,936070.82
2019,1276964.99,12777.97,933594.3,934787.57
2020,1275557.02,12761.99,933594.3,932221.08
2021,1274417.23,12749.58,933594.3,929654.59
2022,1273143.35,12734.78,933594.3,927088.09
2023,1271869.47,12720.39,933594.3,924521.6
2024,1270126.26,12700.84,933594.3,921955.1
2025,1268316.01,12680.75,933594.3,918105.36
2026,1266237.58,12656.99,933594.3,914255.62
2027,1263689.81,12628.44,933594.3,909122.64
2028,1261007.96,12598.22,933594.3,903989.65
2029,1259331.8,12578.82,933594.3,900139.91
2030,1257052.22,12553.3,933594.3,896290.17
2031,1258661.34,12571.76,933594.3,898856.66
2032,1254973.79,,,891157.18
2033,1252224.89,,,886024.2
2034,1249811.22,,,880891.21
2035,1247866.87,,,878324.71
2036,1246660.04,,,875758.22
