year,Base case cost,Modeled non-residential energy efficiency
2017,6269.06934969,7102.05472185
2018,6678.12132791,7503.33342512
2019,7269.97760524,8084.40741783
2020,7547.07733242,8356.24137811
2021,7744.04128281,8549.69481722
2022,7889.18875895,8692.08403451
2023,7982.51976085,8783.40902997
2024,8073.9219104,8873.30667469
2025,8167.2529123,8964.63167015
2026,8298.24073717,9093.36273777
2027,8403.802538,9196.91853216
2028,8482.97388862,9274.58537796
2029,8601.73091456,9391.08564665
2030,8667.70704008,9455.80801814
2031,8799.65929112,9585.25276113
