year,Base case diesel consumed,Modeled residential ashp
2017,7982.51775971,3047.26819069
2018,9456.51901721,4521.26944819
2019,9456.51901721,4521.26944819
2020,9456.51901721,4521.26944819
2021,9456.51901721,4521.26944819
2022,9456.51901721,4521.26944819
2023,9456.51901721,4521.26944819
2024,9456.51901721,4521.26944819
2025,9456.51901721,4521.26944819
2026,9456.51901721,4521.26944819
2027,9456.51901721,4521.26944819
2028,9456.51901721,4521.26944819
2029,9456.51901721,4521.26944819
2030,10930.5202747,5995.27070569
2031,10930.5202747,5995.27070569
