year,Base case cost,Modeled water and wastewater efficiency
2017,49426.518428,36750.87375
2018,53028.1986171,39069.6230527
2019,57978.0677938,42295.0261169
2020,60233.8557993,43714.9918643
2021,61769.6508943,44654.1425231
2022,62949.4906262,45356.3011574
2023,63770.2415046,45819.5775135
2024,64407.7968266,46162.2518862
2025,65226.7374242,46628.4226093
2026,66223.8644882,47216.1606638
2027,67040.3225688,47684.6537097
2028,67676.6328193,48034.1696398
2029,68575.6160145,48562.2784572
2030,69120.504201,48854.1436393
2031,70116.8089096,49450.3187882
