year,Base case cost,Modeled non-residential energy efficiency
2017,463664.47324,492621.104942
2018,497851.279821,523779.274187
2019,544858.138869,567013.150399
2020,566224.892981,586164.142514
2021,580754.285778,598908.993179
2022,591864.997916,608461.236804
2023,599557.029397,614820.370839
2024,605539.720549,619592.929023
2025,613231.752029,625992.481118
2026,622633.123839,634018.559088
2027,630325.155319,640456.656844
2028,636307.846471,645306.328047
2029,644854.548116,652584.698067
2030,649982.569103,656666.755464
2031,659383.940912,664783.694819
