year,Base case cost,Modeled diesel efficiency
2019,108194.752302,245557.799912
2020,113561.555492,246986.736878
2021,117210.981661,246935.280803
2022,119475.395989,245703.68672
2023,121398.971238,244239.351874
2024,122895.08532,242461.721568
2025,124818.660568,241146.232983
2026,126609.478054,239781.87256
2027,128524.579402,238600.631266
2028,130014.102674,237100.99089
2029,132141.993061,236248.569059
2030,133418.727294,234687.686137
2031,135759.40672,234157.812442
2032,138100.086146,233690.23009
2033,140227.976533,233090.034559
2034,142781.444998,232936.133849
2035,144270.96827,231873.02356
2036,146611.647696,231640.345241
2037,148101.170967,230689.214438
2038,150654.639432,230759.335659
