year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,21467.21,7100.1,65790.9,10348.35
2018,21467.21,7102.06,65790.9,10348.35
2019,21467.21,7104.09,65790.9,10348.35
2020,21467.21,7106.2,65790.9,9530.8
2021,21467.21,7107.98,65790.9,9530.8
2022,21373.06,7110.44,65790.9,9530.8
2023,21373.06,7112.94,65790.9,9530.8
2024,21373.06,7114.69,65790.9,9530.8
2025,21373.06,7116.78,65790.9,9530.8
2026,21278.9,7118.52,65790.9,9530.8
2027,21278.9,7120.06,65790.9,9530.8
2028,21278.9,7121.51,65790.9,9530.8
2029,21278.9,7121.55,65790.9,9530.8
2030,21278.9,7122.67,65790.9,9530.8
2031,21278.9,7124.18,65790.9,9530.8
2032,21278.9,7122.28,65790.9,9530.8
2033,21278.9,7123.83,65790.9,9530.8
2034,21278.9,7121.53,65790.9,9530.8
2035,21278.9,7123.07,65790.9,9530.8
2036,21278.9,7123.17,65790.9,9530.8
2037,21278.9,7124.75,65790.9,9530.8
2038,21278.9,7126.6,65790.9,9530.8
2039,21184.75,7128.22,65790.9,8713.26
2040,21184.75,7129.42,65790.9,8713.26
