year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,128203.0,48227.0,79976.0
2004,,136839.0,48554.0,88285.0
2005,,120846.0,47194.0,73652.0
2006,,144216.0,54296.0,89920.0
2007,,133971.0,47165.0,86806.0
2008,,153159.0,53303.0,99856.0
2009,start of forecast,149341.0,57147.0,92194.0
2010,,152628.0,60434.0,92194.0
2011,,154363.0,62169.0,92194.0
2012,,154431.0,62237.0,92194.0
2013,,154382.0,62188.0,92194.0
2014,,154207.0,62013.0,92194.0
2015,,154029.0,61835.0,92194.0
2016,,153884.0,61690.0,92194.0
2017,,153785.0,61591.0,92194.0
2018,,153647.0,61453.0,92194.0
2019,,153504.0,61310.0,92194.0
2020,,153356.0,61162.0,92194.0
2021,,153229.0,61035.0,92194.0
2022,,153056.0,60862.0,92194.0
2023,,152880.0,60686.0,92194.0
2024,,152756.0,60562.0,92194.0
2025,,152609.0,60415.0,92194.0
2026,,152486.0,60292.0,92194.0
2027,,152378.0,60184.0,92194.0
2028,,152276.0,60082.0,92194.0
2029,,152273.0,60079.0,92194.0
2030,,152194.0,60000.0,92194.0
2031,,152087.0,59893.0,92194.0
2032,,152221.0,60027.0,92194.0
2033,,152112.0,59918.0,92194.0
2034,,152274.0,60080.0,92194.0
2035,,152166.0,59972.0,92194.0
2036,,152158.0,59964.0,92194.0
2037,,152047.0,59853.0,92194.0
2038,,151916.0,59722.0,92194.0
2039,,151802.0,59608.0,92194.0
2040,,151718.0,59524.0,92194.0
