year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,65790.8972162,48685.26394
2018,65790.8972162,48685.26394
2019,65790.8972162,48685.26394
2020,65790.8972162,48685.26394
2021,65790.8972162,48685.26394
2022,65790.8972162,48685.26394
2023,65790.8972162,48685.26394
2024,65790.8972162,48685.26394
2025,65790.8972162,48685.26394
2026,65790.8972162,48685.26394
2027,65790.8972162,48685.26394
2028,65790.8972162,48685.26394
2029,65790.8972162,48685.26394
2030,65790.8972162,48685.26394
2031,65790.8972162,48685.26394
