year,Base case cost,Modeled transmission and interties
2021,1014609.47847,
2022,1041534.69132,
2023,1060088.08204,
2024,1075535.28407,
2025,1094020.441,
2026,1118007.72349,
2027,1136423.09585,
2028,1151719.87336,
2029,1172826.60392,
2030,1182867.05262,
2031,1206663.59063,
2032,1230418.25789,
2033,1253777.47927,
2034,1277080.87299,
2035,1292463.71813,
2036,1315671.73961,
2037,1330987.12634,
2038,1354483.5907,
2039,1372080.93283,
2040,1400953.13515,
