year,Base case cost,Modeled diesel efficiency
2019,921894.475572,1165917.20548
2020,976781.589805,1215814.58206
2021,1014609.47847,1250203.57175
2022,1041534.69132,1274681.03798
2023,1060088.08204,1291547.75682
2024,1075535.28407,1305590.66775
2025,1094020.441,1322395.35587
2026,1118007.72349,1344201.97631
2027,1136423.09585,1360943.22391
2028,1151719.87336,1374849.38528
2029,1172826.60392,1394037.32216
2030,1182867.05262,1403165.0028
2031,1206663.59063,1424798.21917
2032,1230418.25789,1446393.37123
2033,1253777.47927,1467629.02702
2034,1277080.87299,1488813.9304
2035,1292463.71813,1502798.33508
2036,1315671.73961,1523896.53642
2037,1330987.12634,1537819.61527
2038,1354483.5907,1559180.03741
