year,Base case diesel consumed,Modeled residential energy efficiency
2017,59245.5108143,47734.418785
2018,60407.9717307,48896.8797014
2019,61570.4326471,50059.3406178
2020,61570.4326471,50059.3406178
2021,62732.8935635,51221.8015342
2022,63895.3544799,52384.2624506
2023,65057.8153963,53546.723367
2024,66220.2763127,54709.1842834
2025,66220.2763127,54709.1842834
2026,67382.7372291,55871.6451998
2027,68545.1981455,57034.1061163
2028,69707.6590619,58196.5670327
2029,70870.1199783,59359.0279491
2030,70870.1199783,59359.0279491
2031,72032.5808947,60521.4888655
2032,73195.0418111,61683.9497819
2033,74357.5027275,62846.4106983
2034,75519.9636439,64008.8716147
2035,76682.4245603,65171.3325311
2036,76682.4245603,65171.3325311
