year,Base case cost,Modeled diesel efficiency
2019,278412.917065,476195.77183
2020,298961.238833,494876.064346
2021,314177.412032,508708.949072
2022,326338.66369,519764.632398
2023,335668.419856,528246.228912
2024,344007.367432,535827.090345
2025,353499.537148,544456.335541
2026,363875.099084,553888.664574
2027,373535.697667,562671.026922
2028,381584.19138,569987.839389
2029,391700.235369,579184.243015
2030,399382.654096,586168.260039
2031,411586.872302,597263.003863
2032,422130.003774,606847.668838
2033,433865.88661,617516.653235
2034,445339.673506,627947.368594
2035,453827.285337,635663.379349
2036,466910.599109,647557.30096
2037,474735.666774,654670.998838
2038,487977.956772,666709.444291
