year,Base case cost,Modeled non-residential energy efficiency
2017,14932630.8156,14199133.9056
2018,15474992.2215,14741495.3114
2019,16218802.1495,15485305.2394
2020,16590707.1135,15857210.2034
2021,16838643.7561,16105146.8461
2022,17024596.2381,16291099.3281
2023,17164060.5996,16430563.6896
2024,17272532.8808,16539035.9708
2025,17396501.2021,16663004.2921
2026,17566957.644,16833460.7339
2027,17706422.0055,16972925.0954
2028,17814894.2866,17081397.3766
2029,17969854.6883,17236357.7783
2030,18047334.8891,17313837.9791
2031,18217791.331,17484294.4209
