year,Base case diesel consumed,Modeled non-residential ashp
2017,1549604.01666,1084722.81166
2018,1549604.01666,1084722.81166
2019,1549604.01666,1084722.81166
2020,1549604.01666,1084722.81166
2021,1549604.01666,1084722.81166
2022,1549604.01666,1084722.81166
2023,1549604.01666,1084722.81166
2024,1549604.01666,1084722.81166
2025,1549604.01666,1084722.81166
2026,1549604.01666,1084722.81166
2027,1549604.01666,1084722.81166
2028,1549604.01666,1084722.81166
2029,1549604.01666,1084722.81166
2030,1549604.01666,1084722.81166
2031,1549604.01666,1084722.81166
