year,Base case diesel consumed,Modeled residential ashp
2017,10966.2672215,-57646.4822009
2018,11141.8229476,-57470.9264747
2019,11405.1565369,-57207.5928854
2020,11756.2679893,-56856.4814331
2021,11931.8237154,-56680.9257069
2022,12107.3794416,-56505.3699807
2023,12282.9351678,-56329.8142545
2024,12458.490894,-56154.2585284
2025,12634.0466202,-55978.7028022
2026,12897.3802094,-55715.3692129
2027,13248.4916618,-55364.2577606
2028,13424.047388,-55188.7020344
2029,13687.3809772,-54925.3684451
2030,13862.9367034,-54749.8127189
2031,14126.2702927,-54486.4791297
