year,Base case diesel consumed,Modeled residential energy efficiency
2017,68612.749491,49732.4873763
2018,69711.1506897,50830.8885751
2019,71358.7524879,52478.4903733
2020,73555.5548854,54675.2927708
2021,74653.9560842,55773.6939696
2022,75752.3572829,56872.0951683
2023,76850.7584817,57970.4963671
2024,77949.1596805,59068.8975659
2025,79047.5608792,60167.2987646
2026,80695.1626774,61814.9005628
2027,82891.9650749,64011.7029603
2028,83990.3662737,65110.1041591
2029,85637.9680718,66757.7059572
2030,86736.3692706,67856.107156
2031,88383.9710688,69503.7089541
