year,Base case cost,Modeled wind power
2019,326862.358052,
2020,353332.548909,
2021,370924.804006,
2022,384981.921181,
2023,396379.076604,
2024,406515.689066,
2025,417129.957884,
2026,430743.021247,
2027,446694.347702,
2028,458590.598805,
2029,471726.549897,
2030,481702.214637,
2031,496835.517492,
2032,513641.794302,
2033,530664.86838,
2034,546180.121059,
2035,562053.851651,
2036,578316.684151,
2037,593061.822768,
2038,611266.391977,
