year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,118999.81,14757.87,104210.34,68612.75
2018,119719.66,14769.9,104210.34,69711.15
2019,121510.17,14785.58,104210.34,71358.75
2020,123976.33,14807.14,104210.34,73555.55
2021,125312.43,14820.09,104210.34,74653.96
2022,126638.79,14831.66,104210.34,75752.36
2023,127864.22,14842.72,104210.34,76850.76
2024,129052.6,14853.94,104210.34,77949.16
2025,130353.11,14865.84,104210.34,79047.56
2026,131725.69,14878.63,104210.34,80695.16
2027,134142.45,14901.03,104210.34,82891.97
2028,135677.69,14914.5,104210.34,83990.37
2029,137129.81,14928.01,104210.34,85637.97
2030,138420.18,14940.05,104210.34,86736.37
2031,139953.67,14953.66,104210.34,88383.97
