year,Base case diesel consumed,Modeled non-residential ashp
2017,14381.0275399,-16882.0757764
2018,14381.0275399,-16882.0757764
2019,14381.0275399,-16882.0757764
2020,14381.0275399,-16882.0757764
2021,14381.0275399,-16882.0757764
2022,14381.0275399,-16882.0757764
2023,14381.0275399,-16882.0757764
2024,14381.0275399,-16882.0757764
2025,14381.0275399,-16882.0757764
2026,14381.0275399,-16882.0757764
2027,14381.0275399,-16882.0757764
2028,14381.0275399,-16882.0757764
2029,14381.0275399,-16882.0757764
2030,14381.0275399,-16882.0757764
2031,14381.0275399,-16882.0757764
