year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30264.83,363593.03,153445.87,29892.16,238686.75,74117.79
2018,33781.54,405708.06,174579.04,29906.09,238686.75,75207.76
2019,38703.4,464669.09,203798.13,29919.66,238686.75,76297.72
2020,41054.76,492745.77,216112.22,29932.82,238686.75,76297.72
2021,42705.6,512399.45,228975.06,29946.02,238686.75,77387.69
2022,43888.47,526437.79,239607.58,29958.41,238686.75,78477.66
2023,44720.57,536264.63,248520.85,29970.56,238686.75,79567.63
2024,45435.75,544687.63,256934.67,29982.45,238686.75,80657.59
2025,46268.49,554514.47,261570.09,29994.36,238686.75,80657.59
2026,47336.22,567148.98,272226.26,30006.45,238686.75,81747.56
2027,48170.46,576975.82,281720.76,30018.81,238686.75,82837.53
2028,48888.1,585398.82,290680.94,30031.31,238686.75,83927.5
2029,49839.1,596629.5,301198.01,30042.44,238686.75,85017.46
2030,50321.38,602244.83,304032.81,30053.57,238686.75,85017.46
2031,51391.18,614879.34,315502.7,30065.21,238686.75,86107.43
