year,Base case cost,Modeled solar power (pv)
2016,606403.091732,641173.269496
2017,722968.134141,755383.049557
2018,805813.272841,836348.551703
2019,921894.475572,950160.251099
2020,976781.589805,1003598.23745
2021,1014609.47847,1040217.46702
2022,1041534.69132,1066099.34949
2023,1060088.08204,1083736.38884
2024,1075535.28407,1098322.83928
2025,1094020.441,1115933.70468
2026,1118007.72349,1138999.8633
2027,1136423.09585,1156581.97756
2028,1151719.87336,1171098.19088
2029,1172826.60392,1191377.2722
2030,1182867.05262,1200739.67991
2031,1206663.59063,1223713.28906
2032,1230418.25789,1246663.98132
2033,1253777.47927,1269237.7759
2034,1277080.87299,1291773.89434
2035,1292463.71813,1306501.1446
