year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,11685.2612935,7595.41984076
2018,11689.1148951,7597.92468183
2019,11692.8697481,7600.36533623
2020,11696.5135754,7602.73382401
2021,11700.1647422,7605.10708243
2022,11703.5929237,7607.33540042
2023,11706.9561179,7609.52147665
2024,11710.2448503,7611.65915267
2025,11713.5405217,7613.8013391
2026,11716.8861013,7615.97596581
2027,11720.3060092,7618.19890601
2028,11723.764616,7620.44700043
2029,11726.8463764,7622.45014467
2030,11729.9250676,7624.45129393
2031,11733.146544,7626.54525363
