year,Base case diesel consumed,Modeled non-residential ashp
2017,19372.9107008,-2638.34435937
2018,19372.9107008,-2638.34435937
2019,19372.9107008,-2638.34435937
2020,19372.9107008,-2638.34435937
2021,19372.9107008,-2638.34435937
2022,19372.9107008,-2638.34435937
2023,19372.9107008,-2638.34435937
2024,19372.9107008,-2638.34435937
2025,19372.9107008,-2638.34435937
2026,19372.9107008,-2638.34435937
2027,19372.9107008,-2638.34435937
2028,19372.9107008,-2638.34435937
2029,19372.9107008,-2638.34435937
2030,19372.9107008,-2638.34435937
2031,19372.9107008,-2638.34435937
