year,Base case diesel consumed,Modeled residential ashp
2017,9206.97879604,-21757.4597505
2018,9387.62966497,-21576.8088816
2019,9568.28053389,-21396.1580127
2020,9568.28053389,-21396.1580127
2021,9748.93140282,-21215.5071438
2022,9929.58227175,-21034.8562748
2023,10110.2331407,-20854.2054059
2024,10290.8840096,-20673.554537
2025,10290.8840096,-20673.554537
2026,10471.5348785,-20492.903668
2027,10652.1857475,-20312.2527991
2028,10832.8366164,-20131.6019302
2029,11013.4874853,-19950.9510613
2030,11013.4874853,-19950.9510613
2031,11194.1383542,-19770.3001923
