year,Base case cost,Modeled water and wastewater efficiency
2017,60156.985862,
2018,63687.6277369,
2019,68623.0542651,
2020,70987.5865211,
2021,72651.6201768,
2022,73846.8814789,
2023,74691.1346742,
2024,75418.1975128,
2025,76262.8428219,
2026,77342.6682412,
2027,78189.2653375,
2028,78919.40519,
2029,79881.5410525,
2030,80374.9486123,
2031,81456.3940685,
