year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,2466221.34848,1825003.79787
2018,2466221.34848,1825003.79787
2019,2466221.34848,1825003.79787
2020,2466221.34848,1825003.79787
2021,2466221.34848,1825003.79787
2022,2466221.34848,1825003.79787
2023,2466221.34848,1825003.79787
2024,2466221.34848,1825003.79787
2025,2466221.34848,1825003.79787
2026,2466221.34848,1825003.79787
2027,2466221.34848,1825003.79787
2028,2466221.34848,1825003.79787
2029,2466221.34848,1825003.79787
2030,2466221.34848,1825003.79787
2031,2466221.34848,1825003.79787
