year,Base case cost,Modeled non-residential energy efficiency
2017,26173465.8666,25104323.5355
2018,27790479.4081,26476668.2978
2019,30036331.5492,28405415.1022
2020,31114340.5769,29304502.2024
2021,31833013.262,29887614.2191
2022,32372017.7758,30313325.4443
2023,32776271.1612,30621258.485
2024,33090690.461,30851036.6083
2025,33450026.8035,31121585.3016
2026,33899197.2317,31472529.1069
2027,34303450.6171,31784890.0326
2028,34617869.9169,32018992.2629
2029,35022123.3022,32333414.5036
2030,35291625.5592,32529878.9497
2031,35740795.9874,32885917.8008
