year,Base case diesel consumed,Modeled non-residential ashp
2017,21158.235429,14810.764794
2018,21158.235429,14810.764794
2019,21158.235429,14810.764794
2020,21158.235429,14810.764794
2021,21158.235429,14810.764794
2022,21158.235429,14810.764794
2023,21158.235429,14810.764794
2024,21158.235429,14810.764794
2025,21158.235429,14810.764794
2026,21158.235429,14810.764794
2027,21158.235429,14810.764794
2028,21158.235429,14810.764794
2029,21158.235429,14810.764794
2030,21158.235429,14810.764794
2031,21158.235429,14810.764794
