year,Base case cost,Modeled biomass for heat (cordwood)
2017,104325.701247,113625.461893
2018,112577.321247,119726.807051
2019,124214.221247,128331.268172
2020,129715.301247,132398.831611
2021,133523.741247,135214.837069
2022,136274.281247,137248.618788
2023,138178.501247,138656.621517
2024,139871.141247,139908.179498
2025,141775.361247,141316.182227
2026,144102.741247,143037.074451
2027,146218.541247,144601.521928
2028,147699.601247,145696.635161
2029,150026.981247,147417.527385
2030,151296.461247,148356.195871
2031,153623.841247,150077.088095
2032,,
2033,,
2034,,
2035,,
2036,,
