year,Base case diesel consumed,Modeled residential ashp
2017,29881.3847885,14371.4527373
2018,29881.3847885,14371.4527373
2019,29881.3847885,14371.4527373
2020,29881.3847885,14371.4527373
2021,29881.3847885,14371.4527373
2022,29881.3847885,14371.4527373
2023,29881.3847885,14371.4527373
2024,29881.3847885,14371.4527373
2025,31851.4154907,16341.4834395
2026,31851.4154907,16341.4834395
2027,31851.4154907,16341.4834395
2028,31851.4154907,16341.4834395
2029,31851.4154907,16341.4834395
2030,31851.4154907,16341.4834395
2031,31851.4154907,16341.4834395
